13	R	3761
13	J	3776
15	R	3776
15	J	3791
13	R	3791
13	J	3806
15	R	3806
15	J	3821
13	R	3821
13	J	3836
15	R	3836
15	W	3847
13	R	3847
17	J	3862
13	J	3862
17	R	3862
17	W	3862
13	R	3862
15	J	3952
13	J	3952
15	R	3952
12	J	3952
12	R	3952
15	E	3952
12	W	3952
13	R	3952
17	J	3967
13	J	3967
17	R	3967
12	J	3967
12	R	3967
17	E	3967
12	W	3967
13	R	3967
12	J	4187
12	R	4187
13	E	4187
10	J	4187
10	R	4188
12	E	4188
18	N	4188
18	J	4188
10	W	4189
18	R	4189
10	J	4191
10	R	4191
18	E	4192
10	W	4192
0	R	4192
10	J	5249
10	R	5249
10	W	5249
0	R	5249
10	J	5299
10	R	5299
10	W	5299
0	R	5299
10	J	5326
10	R	5326
10	W	5326
0	R	5327
10	J	5368
10	R	5368
10	W	5368
0	R	5368
10	J	5535
10	R	5535
10	W	5535
0	R	5535
10	J	5595
10	R	5595
10	W	5595
0	R	5595
10	J	5671
10	R	5671
10	W	5671
0	R	5671
10	J	5753
10	R	5753
10	W	5753
0	R	5753
10	J	5918
10	R	5918
19	N	5919
19	J	5920
10	W	5920
19	R	5920
